@relation autores

@attribute texto string
@attribute class-att {franciscoz, fabiolag, fernandob}


@data
"Ni los abrazos por balazos, ni las balas. Nada ha pacificado a este país. Es triste que, lejos de resolver la situación, sólo estamos enfrentados en las redes y en la vida tratando de tener la razón. Discusiones que lo mismo enfrentan a Fernández Noroña con Javier Lozano, que a cantantes y actrices. De verdad, no entiendo qué nos pasa como país en donde es más importante tener la razón en Twitter a abonar en la solución de los-  problemas. De verdad lamento que nos convirtamos en un país más preocupado en la razón cibernética que en la paz real.", franciscoz
"Pero no todos los mexicanos somos-  indolentes, existen muchos que se esfuerzan por trabajar y dar lo mejor de nuestro país. Por ejemplo, en este momento me encuentro en Punta Mita y estoy-  sorprendido de la cantidad de turistas canadienses y estadunidenses que se encuentran aquí.", franciscoz
"Es un orgullo darme cuenta que, en esta zona maravillosa, los mexicanos que venden su país están haciendo la diferencia. La derrama económica en esta parte fue de 1.6 mil millones de dólares en 2018 y la inversión registrada en la zona fue de 38 mil millones de dólares, lo que representa el 80 por ciento de empleos generados en la región. Es un claro ejemplo de cómo los mexicanos, logramos lugares tan cálidos y fantásticos como el -€œSí Señor-€ en donde los turistas están encantados de la experiencia mexicana, con pasión y servicio, sin fantochadas, mostrando nuestro sabor y-  dándoles la honestidad de nuestro país.", franciscoz
"En el año 2004 entrevisté, en un hotel de Polanco, aquí en la Ciudad de México, a quien entonces era presidente de Bolivia, resultado de la renuncia de Gonzalo Sánchez de Lozada, quien había ganado la elección. Una serie de protestas encabezadas por el entonces líder cocalero Evo Morales lo obligó a renunciar. En el año 2003 las protestas reprimidas por el ejército dejaron 64 muertos y 228 heridos.", franciscoz
"Carlos Mesa, un periodista y empresario con aire ceremonioso, propio de los presidentes latinoamericanos, que parece, se tragan la bandera en lugar de honrarla, tuvo la encomienda de convocar a elecciones, mismas que ganaría Evo Morales para no soltar el poder hasta el domingo 10 de noviembre, casi 14 años después.", franciscoz
"La realidad de Bolivia es distinta a la de toda Latinoamérica. Recorriendo sus angulosas carreteras se puede ver a campesinos secando hojas de coca, ya sea para consumo personal o para la venta. Hay que recordar que la altura en muchas ciudades bolivianas obliga al consumo de esta planta para mitigar los efectos del mal de montaña y que se ha establecido, en virtud de la ley 1008, la permisividad del cultivo de 12,000 hectáreas. Cifra que no es respetada.", franciscoz
"La conclusión y salida de Morales ya más o menos la sabemos. Unas elecciones cuestionadas, precisamente contra Carlos Mesa, en la que se ponía en duda 10% que obtuvo de diferencia sobre el periodista y empresario, además de su negativa a ir a una segunda vuelta, motivos para que estallaran las protestas que, según el último saldo, habían dejado nueve muertos y un número indefinido de-  heridos. Si a esto le sumamos la intervención de la OEA, que determinó graves irregularidades, tenemos como resultado la renuncia de Evo que, momentos antes de su dimisión, anunció la convocatoria a nuevas elecciones y, ante la presunta intervención del ejército boliviano, su retiro del poder.", franciscoz
"Ante esto, el canciller mexicano Marcelo Ebrard, en nombre del gobierno de la República ofreció a Morales y a miembros de su gobierno, asilo político. El lunes 11 de noviembre, en conferencia de medios, Ebrard anunció que, de conformidad con las leyes mexicanas y ante la petición verbal y escrita de Evo Morales, el gobierno de México le había concedido el asilo.", franciscoz
"Resulta paradójico para muchos mexicanos que Morales, tan cercano a Cuba y a Venezuela, decida venir a nuestro país. Antes de conocer este hecho la discusión en las mesas de los medios de comunicación y redes sociales estaba centrada en si Morales cayó por las protestas sociales y la voluntad popular o por la intervención del ejército, lo que califican de golpe de Estado.", franciscoz
"Las discusiones en las redes no se centran en el golpe de Estado o en los motivos de la renuncia, sino en desprestigiar al otro bando, a los que están a favor y en contra del presidente Andrés Manuel López Obrador. Una de las razones puede ser una política equívoca en materia de relaciones exteriores. En ocasiones se invoca la doctrina Estrada, que consiste en el principio de la no intervención en los asuntos de otros Estados, limitándose a mantener o retirar a sus agentes diplomáticos sin juzgar sobre sus gobiernos o autoridades, doctrina que se ha usado en este sexenio a conveniencia. En el caso de Juan Guaidó, autoproclamado presidente de Venezuela, atendiendo a este principio, no se le reconoció, pero en el caso de Evo Morales, desde el primer momento se calificaba por el gobierno mexicano como golpe de Estado la renuncia del mandatario.", franciscoz
"La última vez que tuvimos una visita tan -€œcélebre-€ en calidad de asilado político fue el sha de Irán Mohammad Reza Pahlevi, en junio de 1979 que, sin duda, propensos los mexicanos al espectáculo circense, vino a conmocionar la vida pública del país, como sin duda será el episodio apellidado Morales. El miércoles de la semana pasada entrevisté a Carlos Mesa y me dijo, con toda razón, que el gobierno mexicano tiene todo el derecho de otorgar asilo a Morales, pero que es mandatorio respetar las condiciones precisamente de un asilo político, en donde estrictamente el asilado no puede hablar de política. De la misma forma reclama que para alguien que fraguó un fraude electoral, el-  trato de jefe de Estado, con escolta y camionetas, resulta insultante. Finalmente y tomando en cuenta que muchos no apoyan el asilo e inmersos en la crisis de seguridad y comunicación política que hoy vivimos en todos los niveles de gobierno, es estirar mucho la liga el haber declarado al líder cocalero-  visitante distinguido y protegido apapachado por el gobierno mexicano. Esto, considero, ya es un exceso, no estoy en contra del asilo a Evo pero sí del trato que está recibiendo en el país cuando tenemos otras prioridades o, -¿usted qué opina, querido lector?.", franciscoz
"Veo, azorado, el desastre interno que tiene Morena. Asambleas reventadas, chismes internos y, sobre todo, la ambición desmedida de sus cuadros principales. Al día de hoy hemos escuchado a una Bertha Luján que, segura de su control territorial, le apuesta a las asambleas violentas, a una Yeidckol que, ante la incertidumbre en el padrón y la no aceptación de los órganos internos de la encuesta propuesta por el -€œciudadano Presidente-€, dueño y fundador de Morena, pretende extender su mandato; a un Mario Delgado que ha cumplido con la agenda legislativa de la 4T, pero que se le acusa de fifi y a un Alejandro Rojas que clama por reunirse con los cuatro candidatos y construir la unidad de Morena.", franciscoz
"No hay que olvidar que las encuestas, como método de elección del próximo líder de Morena, fue una propuesta del Presidente de la República. Como lo hago en cada columna, en donde trato asuntos internos de Morena, le quiero recordar a todos aquellos que hoy tienen un puesto público, de elección popular o al interior del partido, que absolutamente todo se lo deben al ciudadano Presidente, pues muchos de ustedes no hubiesen tenido ni la menor posibilidad de llegar de nuevo a la política o de ganar nada, sin la coyuntura de Andrés Manuel López Obrador. Por ello, creo que le deben gratitud y lealtad. Me parece bueno que él mismo tome distancia del partido, pero la falta de unidad, pagada en las urnas, puede ser la muerte de la 4T.", franciscoz
"Alejandro Díaz lo ha dicho, los que aspiran a dirigir Morena están obligados a anteponer el interés nacional y del partido, al interés personal. Es urgente que se sienten a dialogar los cuatro aspirantes a dirigir el partido, para enfrentar a sus adversarios políticos en 2021. Es urgente que la gente los pueda ver como un partido-movimiento futurista, vanguardista, plural, tolerante y con miras al futuro, no como un PRI con otros colores.", franciscoz
"Si no son capaces de refrendar el triunfo van a dejar solo al Presidente y ahí el riesgo es que el proyecto de nación sucumba ante la sedicia de empresarios, políticos y hasta periodistas interesados en perpetuar un régimen de privilegios y corrupción.", franciscoz
"Es evidente que la 4T tiene que demostrar urgentemente su eficacia en la resolución de problemas que hoy nos aquejan. La violencia sigue imparable y con una estrategia poco clara. La economía no levanta y, peor aún, con la coyuntura internacional tendrá severos problemas para volar.", franciscoz
"Hay infinidad de cosas que se han hecho mal. Pero lo peor que se ha hecho ha sido comunicarlo. En lo particular estoy cansado de ver a la institución presidencial, encarnada por Andrés Manuel, pasar aceite mientras un funcionario de seguridad pública le presenta un diagrama de cuentas de redes sociales, dando explicaciones que no le corresponden y enderezando ataques contra personajes que, la verdad, resultan intrascendentes. Procede la crítica a utilizar la inteligencia del Estado para evidenciar chavitos y que ese análisis no lo hubiera hecho Comunicación Social, que estos 10 meses ha dejado solo al Presidente.", franciscoz
"En lo particular, me pongo a pensar en la propuesta de Trump, de ayudar a aniquilar a los grupos del narcotráfico. No es la primera vez, el ejemplo de la intervención de fuerzas norteamericanas es Colombia. No fue fácil, no fue gratis, pero se erradicaron a los grandes cárteles.", franciscoz
"Claro que cada vez que se habla de esa posibilidad se ven largas filas de mexicanos dirigiéndose a la parte superior del Castillo de Chapultepec para envolverse en la bandera y aventarse, por el ataque y el riesgo a la soberanía nacional.", franciscoz
